dataset,dataset_name,target,feature,n,pearson_r,pearson_p,spearman_r,spearman_p,abs_pearson_r,abs_spearman_r,temporal,scale,stat,feature_core,feature_type
one_sqft,1平方尺,FHB_index,ratio_r0p172_B5_p75,62,0.1281083163787468,0.3210543397427294,0.4028431385304395,0.0011696970353544,0.1281083163787468,0.4028431385304395,ratio,r0p172,p75,B5,raw_band
one_sqft,1平方尺,FHB_index,0510_r0p172_B1_median,62,0.4531227806879683,0.0002171273926156,0.3984775897685202,0.0013378272100217,0.4531227806879683,0.3984775897685202,0510,r0p172,median,B1,raw_band
one_sqft,1平方尺,FHB_index,diff_r0p172_B1_p75,62,0.3713743353900662,0.0029609413950566,0.3975174782085607,0.0013775989387589,0.3713743353900662,0.3975174782085607,diff,r0p172,p75,B1,raw_band
point,点采样,FHB_index,diff_rpt_CI_RE2_mean,62,-0.4756079559974059,9.359067540587428e-05,-0.5019572641251252,3.230764484781543e-05,0.4756079559974059,0.5019572641251252,diff,rpt,mean,CI_RE2,named_index
point,点采样,FHB_index,diff_rpt_CI_RE2_median,62,-0.4756079559974059,9.359067540587428e-05,-0.5019572641251252,3.230764484781543e-05,0.4756079559974059,0.5019572641251252,diff,rpt,median,CI_RE2,named_index
point,点采样,FHB_index,diff_rpt_ND_B5_B6_mean,62,0.4746518651706705,9.711686020295812e-05,0.4898307397864606,5.328373396122818e-05,0.4746518651706705,0.4898307397864606,diff,rpt,mean,ND_B5_B6,pairwise_nd
point,点采样,FHB_index,diff_rpt_ND_B5_B6_median,62,0.4746518651706705,9.711686020295812e-05,0.4898307397864606,5.328373396122818e-05,0.4746518651706705,0.4898307397864606,diff,rpt,median,ND_B5_B6,pairwise_nd
point,点采样,FHB_index,diff_rpt_NDRE2_mean,62,-0.4746518651706705,9.711686020295812e-05,-0.4898307397864606,5.328373396122818e-05,0.4746518651706705,0.4898307397864606,diff,rpt,mean,NDRE2,named_index
point,点采样,FHB_index,diff_rpt_NDRE2_median,62,-0.4746518651706705,9.711686020295812e-05,-0.4898307397864606,5.328373396122818e-05,0.4746518651706705,0.4898307397864606,diff,rpt,median,NDRE2,named_index
point,点采样,FHB_index,0418_rpt_CI_RE2_mean,62,0.4011023001330505,0.0012343157064454,0.4764915630139295,9.043696419041326e-05,0.4011023001330505,0.4764915630139295,0418,rpt,mean,CI_RE2,named_index
point,点采样,FHB_index,0418_rpt_CI_RE2_median,62,0.4011023001330505,0.0012343157064454,0.4764915630139295,9.043696419041326e-05,0.4011023001330505,0.4764915630139295,0418,rpt,median,CI_RE2,named_index
point,点采样,FHB_index,0418_rpt_ND_B5_B6_mean,62,-0.3981627677687688,0.0013507531620341,-0.4764915630139295,9.043696419041326e-05,0.3981627677687688,0.4764915630139295,0418,rpt,mean,ND_B5_B6,pairwise_nd
point,点采样,FHB_index,0418_rpt_ND_B5_B6_median,62,-0.3981627677687688,0.0013507531620341,-0.4764915630139295,9.043696419041326e-05,0.3981627677687688,0.4764915630139295,0418,rpt,median,ND_B5_B6,pairwise_nd
point,点采样,FHB_index,0418_rpt_NDRE2_mean,62,0.3981627677687688,0.0013507531620341,0.4764915630139295,9.043696419041326e-05,0.3981627677687688,0.4764915630139295,0418,rpt,mean,NDRE2,named_index
point,点采样,FHB_index,0418_rpt_NDRE2_median,62,0.3981627677687688,0.0013507531620341,0.4764915630139295,9.043696419041326e-05,0.3981627677687688,0.4764915630139295,0418,rpt,median,NDRE2,named_index
point,点采样,FHB_index,rel_rpt_CI_RE2_mean,62,-0.375062848491271,0.0026678460529876,-0.4111161229125952,0.0009023323938503,0.375062848491271,0.4111161229125952,rel,rpt,mean,CI_RE2,named_index
point,点采样,FHB_index,rel_rpt_CI_RE2_median,62,-0.375062848491271,0.0026678460529876,-0.4111161229125952,0.0009023323938503,0.375062848491271,0.4111161229125952,rel,rpt,median,CI_RE2,named_index
point,点采样,FHB_index,ratio_rpt_CI_RE2_mean,62,-0.3750628484912709,0.0026678460529876,-0.4111161229125952,0.0009023323938503,0.3750628484912709,0.4111161229125952,ratio,rpt,mean,CI_RE2,named_index
point,点采样,FHB_index,ratio_rpt_CI_RE2_median,62,-0.3750628484912709,0.0026678460529876,-0.4111161229125952,0.0009023323938503,0.3750628484912709,0.4111161229125952,ratio,rpt,median,CI_RE2,named_index
point,点采样,FHB_index,ratio_rpt_NDRE2_mean,62,-0.3818364646012069,0.0021961677172377,-0.4093106181777273,0.0009554526434246,0.3818364646012069,0.4093106181777273,ratio,rpt,mean,NDRE2,named_index
point,点采样,FHB_index,ratio_rpt_NDRE2_median,62,-0.3818364646012069,0.0021961677172377,-0.4093106181777273,0.0009554526434246,0.3818364646012069,0.4093106181777273,ratio,rpt,median,NDRE2,named_index
point,点采样,FHB_index,rel_rpt_NDRE2_mean,62,-0.3818364646012068,0.0021961677172377,-0.4093106181777273,0.0009554526434246,0.3818364646012068,0.4093106181777273,rel,rpt,mean,NDRE2,named_index
point,点采样,FHB_index,rel_rpt_NDRE2_median,62,-0.3818364646012068,0.0021961677172377,-0.4093106181777273,0.0009554526434246,0.3818364646012068,0.4093106181777273,rel,rpt,median,NDRE2,named_index
multi_scale,0.3/0.5/1.0m,FHB_num,0418_r1_ND_B1_B2_mean,63,0.2820764693539944,0.025105620536012,0.6283437191510323,3.5225793450373186e-08,0.2820764693539944,0.6283437191510323,0418,r1,mean,ND_B1_B2,pairwise_nd
multi_scale,0.3/0.5/1.0m,FHB_num,0418_r1_ND_B1_B4_median,63,0.3039039030008007,0.0154595082934566,0.6111736405288225,1.0371052022862245e-07,0.3039039030008007,0.6111736405288225,0418,r1,median,ND_B1_B4,pairwise_nd
multi_scale,0.3/0.5/1.0m,FHB_num,diff_r1_CI_RE2_median,63,-0.4648326617968932,0.0001240055765573,-0.603209970384991,1.674952938179285e-07,0.4648326617968932,0.603209970384991,diff,r1,median,CI_RE2,named_index
multi_scale,0.3/0.5/1.0m,FHB_num,0418_r1_ND_B1_B2_median,63,0.3969262500415362,0.0012781697313515,0.5952716622479871,2.666505327133944e-07,0.3969262500415362,0.5952716622479871,0418,r1,median,ND_B1_B2,pairwise_nd
multi_scale,0.3/0.5/1.0m,FHB_num,diff_r1_ND_B5_B6_median,63,0.4728058076957093,9.119764366000042e-05,0.5936738558178553,2.923705916650534e-07,0.4728058076957093,0.5936738558178553,diff,r1,median,ND_B5_B6,pairwise_nd
multi_scale,0.3/0.5/1.0m,FHB_num,diff_r1_NDRE2_median,63,-0.4728058076957093,9.119764366000042e-05,-0.5936738558178553,2.923705916650534e-07,0.4728058076957093,0.5936738558178553,diff,r1,median,NDRE2,named_index
multi_scale,0.3/0.5/1.0m,FHB_num,diff_r1_ND_B5_B6_mean,63,0.4597756703801002,0.0001501070455224,0.5889565225479424,3.82605126620536e-07,0.4597756703801002,0.5889565225479424,diff,r1,mean,ND_B5_B6,pairwise_nd
multi_scale,0.3/0.5/1.0m,FHB_num,diff_r1_NDRE2_mean,63,-0.4597756703801002,0.0001501070455224,-0.5889565225479424,3.82605126620536e-07,0.4597756703801002,0.5889565225479424,diff,r1,mean,NDRE2,named_index
multi_scale,0.3/0.5/1.0m,FHB_num,diff_r1_CI_RE2_mean,63,-0.4507456256668541,0.0002095857348317,-0.5884239204045651,3.942970295940036e-07,0.4507456256668541,0.5884239204045651,diff,r1,mean,CI_RE2,named_index
multi_scale,0.3/0.5/1.0m,FHB_num,ratio_r1_CI_RE2_mean,63,-0.4495302612608144,0.0002190615996807,-0.5847210674077518,4.853628323373291e-07,0.4495302612608144,0.5847210674077518,ratio,r1,mean,CI_RE2,named_index
multi_scale,0.3/0.5/1.0m,FHB_num,rel_r1_CI_RE2_mean,63,-0.4495302612608144,0.0002190615996807,-0.5847210674077518,4.853628323373291e-07,0.4495302612608144,0.5847210674077518,rel,r1,mean,CI_RE2,named_index
multi_scale,0.3/0.5/1.0m,FHB_num,0418_r1_ND_B3_B4_median,63,0.3625084937377874,0.0035034467529771,0.5800798201583213,6.274965856804952e-07,0.3625084937377874,0.5800798201583213,0418,r1,median,ND_B3_B4,pairwise_nd
multi_scale,0.3/0.5/1.0m,FHB_num,0418_r1_RENDVI1_median,63,-0.3625084937377874,0.0035034467529771,-0.5800798201583213,6.274965856804952e-07,0.3625084937377874,0.5800798201583213,0418,r1,median,RENDVI1,named_index
multi_scale,0.3/0.5/1.0m,FHB_num,ratio_r1_NDRE2_mean,63,-0.4496118835498428,0.0002184131346199,-0.5772899994072975,7.308608355759789e-07,0.4496118835498428,0.5772899994072975,ratio,r1,mean,NDRE2,named_index
multi_scale,0.3/0.5/1.0m,FHB_num,rel_r1_NDRE2_mean,63,-0.4496118835498426,0.0002184131346199,-0.5772899994072975,7.308608355759789e-07,0.4496118835498426,0.5772899994072975,rel,r1,mean,NDRE2,named_index
multi_scale,0.3/0.5/1.0m,FHB_num,0418_r0p5_ND_B1_B4_median,63,0.3669457031720853,0.003094841302926,0.5519026305729814,2.7498239811612158e-06,0.3669457031720853,0.5519026305729814,0418,r0p5,median,ND_B1_B4,pairwise_nd
multi_scale,0.3/0.5/1.0m,FHB_num,0418_r1_ND_B2_B3_median,63,-0.4148310847587073,0.0007238554691458,-0.5512432183954666,2.842014584835485e-06,0.4148310847587073,0.5512432183954666,0418,r1,median,ND_B2_B3,pairwise_nd
multi_scale,0.3/0.5/1.0m,FHB_num,ratio_r1_CI_RE2_median,63,-0.4623256603273597,0.0001363735734653,-0.5510910463545017,2.8636959509456264e-06,0.4623256603273597,0.5510910463545017,ratio,r1,median,CI_RE2,named_index
multi_scale,0.3/0.5/1.0m,FHB_num,rel_r1_CI_RE2_median,63,-0.4623256603273595,0.0001363735734653,-0.5510910463545017,2.8636959509456264e-06,0.4623256603273595,0.5510910463545017,rel,r1,median,CI_RE2,named_index
multi_scale,0.3/0.5/1.0m,FHB_num,0418_r1_ND_B1_B4_mean,63,0.1217573889222138,0.3418024978106674,0.5479715195147207,3.343742154939512e-06,0.1217573889222138,0.5479715195147207,0418,r1,mean,ND_B1_B4,pairwise_nd
one_sqft,1平方尺,FHB_num,ratio_r0p172_B2_p75,63,0.3987779652353145,0.0012069186747607,0.4633131407245634,0.0001313726717182,0.3987779652353145,0.4633131407245634,ratio,r0p172,p75,B2,raw_band
one_sqft,1平方尺,FHB_num,rel_r0p172_B2_p75,63,0.3987779652353144,0.0012069186747607,0.4633131407245634,0.0001313726717182,0.3987779652353144,0.4633131407245634,rel,r0p172,p75,B2,raw_band
one_sqft,1平方尺,FHB_num,rel_r0p172_B2_mean,63,0.3904284153641382,0.0015591308057014,0.4469039223071782,0.0002408916728833,0.3904284153641382,0.4469039223071782,rel,r0p172,mean,B2,raw_band
one_sqft,1平方尺,FHB_num,ratio_r0p172_B2_mean,63,0.3904284153641382,0.0015591308057014,0.4469039223071782,0.0002408916728833,0.3904284153641382,0.4469039223071782,ratio,r0p172,mean,B2,raw_band
one_sqft,1平方尺,FHB_num,diff_r0p172_ND_B5_B6_mean,63,0.3766061104759816,0.0023484010746189,0.4333859726681267,0.000388127688016,0.3766061104759816,0.4333859726681267,diff,r0p172,mean,ND_B5_B6,pairwise_nd
one_sqft,1平方尺,FHB_num,diff_r0p172_NDRE2_mean,63,-0.3766061104759816,0.0023484010746189,-0.4333859726681267,0.000388127688016,0.3766061104759816,0.4333859726681267,diff,r0p172,mean,NDRE2,named_index
one_sqft,1平方尺,FHB_num,diff_r0p172_CI_RE2_mean,63,-0.3749516181941952,0.002463530922143,-0.4284911053504214,0.0004590785220667,0.3749516181941952,0.4284911053504214,diff,r0p172,mean,CI_RE2,named_index
one_sqft,1平方尺,FHB_num,ratio_r0p172_B4_p75,63,0.3919150464185021,0.0014903633285816,0.4207303312612099,0.0005960231117,0.3919150464185021,0.4207303312612099,ratio,r0p172,p75,B4,raw_band
one_sqft,1平方尺,FHB_num,rel_r0p172_B4_p75,63,0.3919150464185021,0.0014903633285816,0.4207303312612099,0.0005960231117,0.3919150464185021,0.4207303312612099,rel,r0p172,p75,B4,raw_band
one_sqft,1平方尺,FHB_num,ratio_r0p172_NDRE2_mean,63,-0.3362144584249384,0.0070579587044246,-0.417154288298534,0.0006708125030831,0.3362144584249384,0.417154288298534,ratio,r0p172,mean,NDRE2,named_index
one_sqft,1平方尺,FHB_num,rel_r0p172_NDRE2_mean,63,-0.3362144584249383,0.0070579587044246,-0.417154288298534,0.0006708125030831,0.3362144584249383,0.417154288298534,rel,r0p172,mean,NDRE2,named_index
one_sqft,1平方尺,FHB_num,rel_r0p172_CI_RE2_mean,63,-0.3378889491791663,0.0067616454368283,-0.4155564818684021,0.0007068991648347,0.3378889491791663,0.4155564818684021,rel,r0p172,mean,CI_RE2,named_index
one_sqft,1平方尺,FHB_num,ratio_r0p172_CI_RE2_mean,63,-0.3378889491791662,0.0067616454368283,-0.4155564818684021,0.0007068991648347,0.3378889491791662,0.4155564818684021,ratio,r0p172,mean,CI_RE2,named_index
one_sqft,1平方尺,FHB_num,diff_r0p172_B2_p75,63,0.3936252534135206,0.0014146331226829,0.415495354907344,0.0007083140101737,0.3936252534135206,0.415495354907344,diff,r0p172,p75,B2,raw_band
one_sqft,1平方尺,FHB_num,rel_r0p172_B5_p75,63,0.1760412905193871,0.1675530934603566,0.4143898295543377,0.0007343492391058,0.1760412905193871,0.4143898295543377,rel,r0p172,p75,B5,raw_band
one_sqft,1平方尺,FHB_num,ratio_r0p172_B5_p75,63,0.176041290519387,0.1675530934603566,0.4143898295543377,0.0007343492391058,0.176041290519387,0.4143898295543377,ratio,r0p172,p75,B5,raw_band
one_sqft,1平方尺,FHB_num,diff_r0p172_B5_p75,63,0.1838187916151552,0.1492684275702268,0.4142883815270277,0.0007367812320087,0.1838187916151552,0.4142883815270277,diff,r0p172,p75,B5,raw_band
one_sqft,1平方尺,FHB_num,0418_r0p172_ND_B1_B4_mean,63,0.3046377610321437,0.0152002240839605,0.4061471773354039,0.0009574577845137,0.3046377610321437,0.4061471773354039,0418,r0p172,mean,ND_B1_B4,pairwise_nd
one_sqft,1平方尺,FHB_num,ratio_r0p172_B2_median,63,0.3781569438231758,0.002244871317735,0.4055638511783717,0.0009753559068767,0.3781569438231758,0.4055638511783717,ratio,r0p172,median,B2,raw_band
one_sqft,1平方尺,FHB_num,rel_r0p172_B2_median,63,0.3781569438231758,0.002244871317735,0.4055638511783717,0.0009753559068767,0.3781569438231758,0.4055638511783717,rel,r0p172,median,B2,raw_band
point,点采样,FHB_num,diff_rpt_CI_RE2_mean,63,-0.4789547908044989,7.157965761127526e-05,-0.4704145026362602,0.0001000819561572,0.4789547908044989,0.4704145026362602,diff,rpt,mean,CI_RE2,named_index
point,点采样,FHB_num,diff_rpt_CI_RE2_median,63,-0.4789547908044989,7.157965761127526e-05,-0.4704145026362602,0.0001000819561572,0.4789547908044989,0.4704145026362602,diff,rpt,median,CI_RE2,named_index
point,点采样,FHB_num,diff_rpt_ND_B5_B6_mean,63,0.4750539773289277,8.35131456196132e-05,0.4615631622534666,0.0001403540631944,0.4750539773289277,0.4615631622534666,diff,rpt,mean,ND_B5_B6,pairwise_nd
point,点采样,FHB_num,diff_rpt_ND_B5_B6_median,63,0.4750539773289277,8.35131456196132e-05,0.4615631622534666,0.0001403540631944,0.4750539773289277,0.4615631622534666,diff,rpt,median,ND_B5_B6,pairwise_nd
point,点采样,FHB_num,diff_rpt_NDRE2_mean,63,-0.4750539773289277,8.35131456196132e-05,-0.4615631622534666,0.0001403540631944,0.4750539773289277,0.4615631622534666,diff,rpt,mean,NDRE2,named_index
point,点采样,FHB_num,diff_rpt_NDRE2_median,63,-0.4750539773289277,8.35131456196132e-05,-0.4615631622534666,0.0001403540631944,0.4750539773289277,0.4615631622534666,diff,rpt,median,NDRE2,named_index
point,点采样,FHB_num,0418_rpt_CI_RE2_mean,63,0.4259528864237455,0.0005003404799549,0.422759291807409,0.000557035695354,0.4259528864237455,0.422759291807409,0418,rpt,mean,CI_RE2,named_index
point,点采样,FHB_num,0418_rpt_CI_RE2_median,63,0.4259528864237455,0.0005003404799549,0.422759291807409,0.000557035695354,0.4259528864237455,0.422759291807409,0418,rpt,median,CI_RE2,named_index
point,点采样,FHB_num,0418_rpt_ND_B5_B6_mean,63,-0.4228971408527105,0.0005544728214033,-0.422759291807409,0.000557035695354,0.4228971408527105,0.422759291807409,0418,rpt,mean,ND_B5_B6,pairwise_nd
point,点采样,FHB_num,0418_rpt_ND_B5_B6_median,63,-0.4228971408527105,0.0005544728214033,-0.422759291807409,0.000557035695354,0.4228971408527105,0.422759291807409,0418,rpt,median,ND_B5_B6,pairwise_nd
point,点采样,FHB_num,0418_rpt_NDRE2_mean,63,0.4228971408527105,0.0005544728214033,0.422759291807409,0.000557035695354,0.4228971408527105,0.422759291807409,0418,rpt,mean,NDRE2,named_index
point,点采样,FHB_num,0418_rpt_NDRE2_median,63,0.4228971408527105,0.0005544728214033,0.422759291807409,0.000557035695354,0.4228971408527105,0.422759291807409,0418,rpt,median,NDRE2,named_index
point,点采样,FHB_num,ratio_rpt_B2_mean,63,0.4283291930826623,0.000461615167046,0.4187267327218383,0.0006369370823534,0.4283291930826623,0.4187267327218383,ratio,rpt,mean,B2,raw_band
point,点采样,FHB_num,ratio_rpt_B2_median,63,0.4283291930826623,0.000461615167046,0.4187267327218383,0.0006369370823534,0.4283291930826623,0.4187267327218383,ratio,rpt,median,B2,raw_band
point,点采样,FHB_num,ratio_rpt_B2_p25,63,0.4283291930826623,0.000461615167046,0.4187267327218383,0.0006369370823534,0.4283291930826623,0.4187267327218383,ratio,rpt,p25,B2,raw_band
point,点采样,FHB_num,ratio_rpt_B2_p75,63,0.4283291930826623,0.000461615167046,0.4187267327218383,0.0006369370823534,0.4283291930826623,0.4187267327218383,ratio,rpt,p75,B2,raw_band
point,点采样,FHB_num,rel_rpt_B2_mean,63,0.4283291930826622,0.000461615167046,0.4187267327218383,0.0006369370823534,0.4283291930826622,0.4187267327218383,rel,rpt,mean,B2,raw_band
point,点采样,FHB_num,rel_rpt_B2_median,63,0.4283291930826622,0.000461615167046,0.4187267327218383,0.0006369370823534,0.4283291930826622,0.4187267327218383,rel,rpt,median,B2,raw_band
point,点采样,FHB_num,rel_rpt_B2_p25,63,0.4283291930826622,0.000461615167046,0.4187267327218383,0.0006369370823534,0.4283291930826622,0.4187267327218383,rel,rpt,p25,B2,raw_band
point,点采样,FHB_num,rel_rpt_B2_p75,63,0.4283291930826622,0.000461615167046,0.4187267327218383,0.0006369370823534,0.4283291930826622,0.4187267327218383,rel,rpt,p75,B2,raw_band
multi_scale,0.3/0.5/1.0m,FHB_rate,0418_r1_ND_B1_B2_mean,62,0.2794854976010673,0.0278120209367529,0.6122086852425217,1.2408725726370814e-07,0.2794854976010673,0.6122086852425217,0418,r1,mean,ND_B1_B2,pairwise_nd
