target,scale,feature_set,model,validation_scheme,n,n_features,r2,rmse,mae,pearson_r,spearman_r,ci_lower,ci_upper,permutation_p,leakage_risk,result_status,notes
Flower_rat,point,all_features,DummyMean,5 spatial-cluster LeaveOneGroupOut CV; fixed parameters; selection inside training folds,33,378,-0.06745496291393982,30.455666117226254,25.81853138442601,-0.3203837528699927,-0.3847853032964045,-0.27904711291828455,-0.021825367339868097,,low_in_final_rerun,当前数据不支持定量预测,Final strict rerun; model permutation p filled for primary scale-comparison Ridge rows.
Flower_rat,one_sqft,0510_single_date,ElasticNet,5 spatial-cluster LeaveOneGroupOut CV; fixed parameters; selection inside training folds,33,102,0.03752973585048469,28.91924713928507,24.002491437665125,0.3364861784483368,0.3668610049448283,-0.6973737320995024,0.3623356727402792,,low_in_final_rerun,可信但需限制表述,Final strict rerun; model permutation p filled for primary scale-comparison Ridge rows.
Flower_rat,one_sqft,0510_single_date,PLS,5 spatial-cluster LeaveOneGroupOut CV; fixed parameters; selection inside training folds,33,102,0.12692313783768272,27.54352764039852,23.438297748264226,0.4083850254313481,0.41974943357531846,-0.502843130476421,0.40536702050172435,,low_in_final_rerun,可信但需限制表述,Final strict rerun; model permutation p filled for primary scale-comparison Ridge rows.
Flower_rat,one_sqft,0510_single_date,RandomForest,5 spatial-cluster LeaveOneGroupOut CV; fixed parameters; selection inside training folds,33,102,0.08685366351231394,28.168486501148607,24.129895694748573,0.35962674838774855,0.3248564037380188,-0.5559072991649542,0.3643894299023092,,low_in_final_rerun,可信但需限制表述,Final strict rerun; model permutation p filled for primary scale-comparison Ridge rows.
Flower_rat,one_sqft,all_features,RandomForest,5 spatial-cluster LeaveOneGroupOut CV; fixed parameters; selection inside training folds,33,378,0.01616310263712173,29.238485646841006,23.57561601500072,0.32147046110817556,0.28408641664377554,-0.6263011545536876,0.3172358452204722,,low_in_final_rerun,可信但需限制表述,Final strict rerun; model permutation p filled for primary scale-comparison Ridge rows.
Flower_rat,r0p3,all_features,DummyMean,5 spatial-cluster LeaveOneGroupOut CV; fixed parameters; selection inside training folds,33,378,-0.06745496291393982,30.455666117226254,25.81853138442601,-0.3203837528699927,-0.3847853032964045,-0.27904711291828455,-0.021825367339868097,,low_in_final_rerun,当前数据不支持定量预测,Final strict rerun; model permutation p filled for primary scale-comparison Ridge rows.
Flower_rat,r0p3,0510_single_date,Ridge,5 spatial-cluster LeaveOneGroupOut CV; fixed parameters; selection inside training folds,33,102,0.17744757671760625,26.734687708592386,23.154702082825768,0.4441306033043063,0.44711709664442917,-0.3435462047343193,0.40099558836190113,0.009950248756218905,low_in_final_rerun,可信但需限制表述,Final strict rerun; model permutation p filled for primary scale-comparison Ridge rows.
Flower_rat,r0p3,0418_single_date,Ridge,5 spatial-cluster LeaveOneGroupOut CV; fixed parameters; selection inside training folds,33,102,-1.3263263855113117,44.96024256274053,31.336944810825287,-0.09194265374740786,-0.03878484766235942,-4.030060576884041,-0.14681097912149152,,low_in_final_rerun,当前数据不支持定量预测,Final strict rerun; model permutation p filled for primary scale-comparison Ridge rows.
Flower_rat,r0p3,change_only,Ridge,5 spatial-cluster LeaveOneGroupOut CV; fixed parameters; selection inside training folds,33,174,0.10010690217694573,27.96332322801669,23.261448182814227,0.3846982345231612,0.3900311736781859,-0.36305802544321764,0.34196495309237057,,low_in_final_rerun,可信但需限制表述,Final strict rerun; model permutation p filled for primary scale-comparison Ridge rows.
Flower_rat,r0p3,all_features,Ridge,5 spatial-cluster LeaveOneGroupOut CV; fixed parameters; selection inside training folds,33,378,0.031610430731571326,29.00803921064933,24.05631960550731,0.3276584924875724,0.3215280661186939,-0.4570484160841322,0.2550399024086781,,low_in_final_rerun,可信但需限制表述,Final strict rerun; model permutation p filled for primary scale-comparison Ridge rows.
Flower_rat,r0p3,0510_single_date,SingleFeatureLinear,5 spatial-cluster LeaveOneGroupOut CV; fixed parameters; selection inside training folds,33,102,0.014315258436556122,29.265930653796612,24.084655560319124,0.3626441388924977,0.3645104081168065,-0.6793013635865452,0.34273598983105646,,low_in_final_rerun,可信但需限制表述,Final strict rerun; model permutation p filled for primary scale-comparison Ridge rows.
Flower_rat,r0p5,all_features,DummyMean,5 spatial-cluster LeaveOneGroupOut CV; fixed parameters; selection inside training folds,33,378,-0.06745496291393982,30.455666117226254,25.81853138442601,-0.3203837528699927,-0.3847853032964045,-0.27904711291828455,-0.021825367339868097,,low_in_final_rerun,当前数据不支持定量预测,Final strict rerun; model permutation p filled for primary scale-comparison Ridge rows.
Flower_rat,r0p5,0510_single_date,Ridge,5 spatial-cluster LeaveOneGroupOut CV; fixed parameters; selection inside training folds,33,102,0.11198036554660562,27.7782323664849,23.330363491451866,0.41542893030330436,0.42898392111397543,-0.549439763513232,0.3927048660651267,0.014925373134328358,low_in_final_rerun,可信但需限制表述,Final strict rerun; model permutation p filled for primary scale-comparison Ridge rows.
Flower_rat,r0p5,0418_single_date,Ridge,5 spatial-cluster LeaveOneGroupOut CV; fixed parameters; selection inside training folds,33,102,-1.4135610729071297,45.795464531463494,32.40416848187058,-0.031430546411007974,-0.04953043316188757,-5.096500977903526,-0.0835723789978032,,low_in_final_rerun,当前数据不支持定量预测,Final strict rerun; model permutation p filled for primary scale-comparison Ridge rows.
Flower_rat,r0p5,change_only,Ridge,5 spatial-cluster LeaveOneGroupOut CV; fixed parameters; selection inside training folds,33,174,0.051058207201164496,28.71528356701093,23.651747548405037,0.38404091222962616,0.3865052784361532,-0.5377741284009586,0.3360874362497006,,low_in_final_rerun,可信但需限制表述,Final strict rerun; model permutation p filled for primary scale-comparison Ridge rows.
Flower_rat,r0p5,all_features,Ridge,5 spatial-cluster LeaveOneGroupOut CV; fixed parameters; selection inside training folds,33,378,0.03761029170594643,28.918036887120998,24.038199665706255,0.37434261083402665,0.3645104081168065,-0.5644431004951903,0.30974091962836514,,low_in_final_rerun,可信但需限制表述,Final strict rerun; model permutation p filled for primary scale-comparison Ridge rows.
Flower_rat,r0p5,0510_single_date,SingleFeatureLinear,5 spatial-cluster LeaveOneGroupOut CV; fixed parameters; selection inside training folds,33,102,0.05570866287838905,28.644835008079674,23.261375463891287,0.391359466973684,0.41655933788014604,-0.6130697490552828,0.40235911264795743,,low_in_final_rerun,可信但需限制表述,Final strict rerun; model permutation p filled for primary scale-comparison Ridge rows.
Flower_rat,r1,all_features,DummyMean,5 spatial-cluster LeaveOneGroupOut CV; fixed parameters; selection inside training folds,33,378,-0.06745496291393982,30.455666117226254,25.81853138442601,-0.3203837528699927,-0.3847853032964045,-0.27904711291828455,-0.021825367339868097,,low_in_final_rerun,当前数据不支持定量预测,Final strict rerun; model permutation p filled for primary scale-comparison Ridge rows.
Flower_rat,r1,0510_single_date,Ridge,5 spatial-cluster LeaveOneGroupOut CV; fixed parameters; selection inside training folds,33,102,0.2906570905624133,24.826839594937283,19.945177978673236,0.5480870718220892,0.5614568423503459,-0.22081408773029143,0.5396565619616622,0.004975124378109453,low_in_final_rerun,可信但需限制表述,Final strict rerun; model permutation p filled for primary scale-comparison Ridge rows.
Flower_rat,r1,0418_single_date,Ridge,5 spatial-cluster LeaveOneGroupOut CV; fixed parameters; selection inside training folds,33,102,-1.0172495194085158,41.86712438295322,32.794327162845356,-0.07160861928735185,-0.13515931761125252,-2.6444232194194854,-0.2834753980045662,,low_in_final_rerun,当前数据不支持定量预测,Final strict rerun; model permutation p filled for primary scale-comparison Ridge rows.
Flower_rat,r1,change_only,Ridge,5 spatial-cluster LeaveOneGroupOut CV; fixed parameters; selection inside training folds,33,174,0.2677185906004115,25.225066899653754,20.67853425523362,0.5286915922205468,0.5727061271701644,-0.24589627111499204,0.5093958033290763,,low_in_final_rerun,可信但需限制表述,Final strict rerun; model permutation p filled for primary scale-comparison Ridge rows.
Flower_rat,r1,all_features,Ridge,5 spatial-cluster LeaveOneGroupOut CV; fixed parameters; selection inside training folds,33,378,-0.18857551624787816,32.13710208033093,25.247213503330414,0.35884174749232434,0.3777744902177866,-1.136877411176533,0.23576178313505414,,low_in_final_rerun,当前数据不支持定量预测,Final strict rerun; model permutation p filled for primary scale-comparison Ridge rows.
Flower_rat,r1,0510_single_date,SingleFeatureLinear,5 spatial-cluster LeaveOneGroupOut CV; fixed parameters; selection inside training folds,33,102,0.17786816440930775,26.727851841358866,22.020433909544668,0.49631885787583885,0.5119264091884583,-0.380524166606742,0.4286844822600487,,low_in_final_rerun,可信但需限制表述,Final strict rerun; model permutation p filled for primary scale-comparison Ridge rows.
